[20260621 12:36:23] Cron Started
[20260621 16:28:56] CutOff: 20260621 16:28:46
[20260621 16:29:06] CutOff: 20260621 16:28:56
[20260621 16:29:16] CutOff: 20260621 16:29:06
[20260621 16:29:26] CutOff: 20260621 16:29:16
[20260621 16:29:36] CutOff: 20260621 16:29:26
[20260621 16:29:46] CutOff: 20260621 16:29:36
[20260621 16:29:56] CutOff: 20260621 16:29:46
[20260621 16:30:06] CutOff: 20260621 16:29:56
[20260621 16:30:16] CutOff: 20260621 16:30:06
[20260621 16:30:26] CutOff: 20260621 16:30:16
[20260621 16:30:36] CutOff: 20260621 16:30:26
[20260621 16:30:46] CutOff: 20260621 16:30:36
[20260621 16:30:56] CutOff: 20260621 16:30:46
[20260621 16:31:06] CutOff: 20260621 16:30:56
[20260621 16:31:16] CutOff: 20260621 16:31:06
[20260621 16:31:26] CutOff: 20260621 16:31:16
[20260621 16:31:36] CutOff: 20260621 16:31:26
[20260621 16:31:46] CutOff: 20260621 16:31:36
[20260621 16:31:56] CutOff: 20260621 16:31:46
[20260621 16:32:06] CutOff: 20260621 16:31:56
[20260621 16:32:16] CutOff: 20260621 16:32:06
[20260621 16:32:26] CutOff: 20260621 16:32:16
[20260621 16:32:36] CutOff: 20260621 16:32:26
[20260621 16:32:46] CutOff: 20260621 16:32:36
[20260621 16:32:56] CutOff: 20260621 16:32:46
[20260621 16:33:06] CutOff: 20260621 16:32:56
[20260621 16:33:16] CutOff: 20260621 16:33:06
[20260621 16:33:26] CutOff: 20260621 16:33:16
[20260621 16:33:36] CutOff: 20260621 16:33:26
[20260621 16:33:46] CutOff: 20260621 16:33:36
[20260621 16:33:56] CutOff: 20260621 16:33:46
[20260621 16:34:06] CutOff: 20260621 16:33:56
[20260621 16:34:16] CutOff: 20260621 16:34:06
[20260621 16:34:26] CutOff: 20260621 16:34:16
[20260621 16:34:36] CutOff: 20260621 16:34:26
[20260621 16:34:46] CutOff: 20260621 16:34:36
[20260621 16:34:56] CutOff: 20260621 16:34:46
[20260621 16:35:06] CutOff: 20260621 16:34:56
[20260621 16:35:16] CutOff: 20260621 16:35:06
[20260621 16:35:26] CutOff: 20260621 16:35:16
[20260621 16:35:36] CutOff: 20260621 16:35:26
[20260621 16:35:46] CutOff: 20260621 16:35:36
[20260621 16:35:56] CutOff: 20260621 16:35:46
[20260621 16:36:06] CutOff: 20260621 16:35:56
[20260621 16:36:16] CutOff: 20260621 16:36:06
[20260621 16:36:26] CutOff: 20260621 16:36:16
[20260621 16:36:36] CutOff: 20260621 16:36:26
[20260621 16:36:46] CutOff: 20260621 16:36:36
[20260621 16:36:56] CutOff: 20260621 16:36:46
[20260621 16:37:06] CutOff: 20260621 16:36:56
[20260621 16:37:16] CutOff: 20260621 16:37:06
[20260621 16:37:26] CutOff: 20260621 16:37:16
[20260621 16:37:36] CutOff: 20260621 16:37:26
[20260621 16:37:46] CutOff: 20260621 16:37:36
[20260621 16:37:56] CutOff: 20260621 16:37:46
[20260621 16:38:06] CutOff: 20260621 16:37:56
[20260621 16:38:16] CutOff: 20260621 16:38:06
[20260621 16:38:26] CutOff: 20260621 16:38:16
[20260621 16:38:36] CutOff: 20260621 16:38:26
[20260621 16:38:46] CutOff: 20260621 16:38:36
[20260621 16:38:56] CutOff: 20260621 16:38:46
[20260621 16:39:07] CutOff: 20260621 16:38:57
[20260621 16:39:17] CutOff: 20260621 16:39:07
[20260621 16:39:27] CutOff: 20260621 16:39:17
[20260621 16:39:37] CutOff: 20260621 16:39:27
[20260621 16:39:47] CutOff: 20260621 16:39:37
[20260621 16:39:57] CutOff: 20260621 16:39:47
[20260621 16:40:07] CutOff: 20260621 16:39:57
[20260621 16:40:17] CutOff: 20260621 16:40:07
[20260621 16:40:27] CutOff: 20260621 16:40:17
[20260621 16:40:37] CutOff: 20260621 16:40:27
[20260621 16:40:47] CutOff: 20260621 16:40:37
[20260621 16:40:57] CutOff: 20260621 16:40:47
[20260621 16:41:07] CutOff: 20260621 16:40:57
[20260621 16:41:17] CutOff: 20260621 16:41:07
[20260621 16:41:27] CutOff: 20260621 16:41:17
[20260621 16:41:37] CutOff: 20260621 16:41:27
[20260621 16:41:47] CutOff: 20260621 16:41:37
[20260621 16:41:57] CutOff: 20260621 16:41:47
[20260621 16:42:07] CutOff: 20260621 16:41:57
[20260621 16:42:17] CutOff: 20260621 16:42:07
[20260621 16:42:27] CutOff: 20260621 16:42:17
[20260621 16:42:37] CutOff: 20260621 16:42:27
[20260621 16:42:47] CutOff: 20260621 16:42:37
[20260621 16:42:57] CutOff: 20260621 16:42:47
[20260621 16:43:07] CutOff: 20260621 16:42:57
[20260621 16:43:17] CutOff: 20260621 16:43:07
[20260621 16:43:27] CutOff: 20260621 16:43:17
[20260621 16:43:37] CutOff: 20260621 16:43:27
[20260621 16:43:47] CutOff: 20260621 16:43:37
[20260621 16:43:57] CutOff: 20260621 16:43:47
[20260621 16:44:07] CutOff: 20260621 16:43:57
[20260621 16:44:17] CutOff: 20260621 16:44:07
[20260621 16:44:27] CutOff: 20260621 16:44:17
[20260621 16:44:37] CutOff: 20260621 16:44:27
[20260621 16:44:47] CutOff: 20260621 16:44:37
[20260621 16:44:57] CutOff: 20260621 16:44:47
[20260621 16:45:07] CutOff: 20260621 16:44:57
[20260621 16:45:17] CutOff: 20260621 16:45:07
[20260621 16:45:27] CutOff: 20260621 16:45:17
[20260621 16:45:37] CutOff: 20260621 16:45:27
[20260621 16:45:47] CutOff: 20260621 16:45:37
[20260621 16:45:57] CutOff: 20260621 16:45:47
[20260621 16:46:07] CutOff: 20260621 16:45:57
[20260621 16:46:17] CutOff: 20260621 16:46:07
[20260621 16:46:27] CutOff: 20260621 16:46:17
[20260621 16:46:37] CutOff: 20260621 16:46:27
[20260621 16:46:47] CutOff: 20260621 16:46:37
[20260621 16:46:57] CutOff: 20260621 16:46:47
[20260621 16:47:07] CutOff: 20260621 16:46:57
[20260621 16:47:17] CutOff: 20260621 16:47:07
[20260621 16:47:27] CutOff: 20260621 16:47:17
[20260621 16:47:37] CutOff: 20260621 16:47:27
[20260621 16:47:47] CutOff: 20260621 16:47:37
[20260621 16:47:57] CutOff: 20260621 16:47:47
[20260621 16:48:07] CutOff: 20260621 16:47:57
[20260621 16:48:17] CutOff: 20260621 16:48:07
[20260621 16:48:27] CutOff: 20260621 16:48:17
[20260621 16:48:37] CutOff: 20260621 16:48:27
[20260621 16:48:47] CutOff: 20260621 16:48:37
[20260621 16:48:57] CutOff: 20260621 16:48:47
[20260621 16:49:07] CutOff: 20260621 16:48:57
[20260621 16:49:17] CutOff: 20260621 16:49:07
[20260621 16:49:27] CutOff: 20260621 16:49:17
[20260621 16:49:37] CutOff: 20260621 16:49:27
[20260621 16:49:47] CutOff: 20260621 16:49:37
[20260621 16:49:57] CutOff: 20260621 16:49:47
[20260621 16:50:07] CutOff: 20260621 16:49:57
[20260621 16:50:17] CutOff: 20260621 16:50:07
[20260621 16:50:27] CutOff: 20260621 16:50:17
[20260621 16:50:37] CutOff: 20260621 16:50:27
[20260621 16:50:47] CutOff: 20260621 16:50:37
[20260621 16:50:57] CutOff: 20260621 16:50:47
[20260621 16:51:07] CutOff: 20260621 16:50:57
[20260621 16:51:17] CutOff: 20260621 16:51:07
[20260621 16:51:27] CutOff: 20260621 16:51:17
[20260621 16:51:38] CutOff: 20260621 16:51:28
[20260621 16:51:48] CutOff: 20260621 16:51:38
[20260621 16:51:58] CutOff: 20260621 16:51:48
[20260621 16:52:08] CutOff: 20260621 16:51:58
[20260621 16:52:18] CutOff: 20260621 16:52:08
[20260621 16:52:28] CutOff: 20260621 16:52:18
[20260621 16:52:38] CutOff: 20260621 16:52:28
[20260621 16:52:48] CutOff: 20260621 16:52:38
[20260621 16:52:58] CutOff: 20260621 16:52:48
[20260621 16:53:08] CutOff: 20260621 16:52:58
[20260621 16:53:18] CutOff: 20260621 16:53:08
[20260621 16:53:28] CutOff: 20260621 16:53:18
[20260621 16:53:38] CutOff: 20260621 16:53:28
[20260621 16:53:48] CutOff: 20260621 16:53:38
[20260621 16:53:58] CutOff: 20260621 16:53:48
[20260621 16:54:08] CutOff: 20260621 16:53:58
[20260621 16:54:18] CutOff: 20260621 16:54:08
[20260621 16:54:28] CutOff: 20260621 16:54:18
[20260621 16:54:38] CutOff: 20260621 16:54:28
[20260621 16:54:48] CutOff: 20260621 16:54:38
[20260621 16:54:58] CutOff: 20260621 16:54:48
[20260621 16:55:08] CutOff: 20260621 16:54:58
[20260621 16:55:18] CutOff: 20260621 16:55:08
[20260621 16:55:28] CutOff: 20260621 16:55:18
[20260621 16:55:38] CutOff: 20260621 16:55:28
[20260621 16:55:48] CutOff: 20260621 16:55:38
[20260621 16:55:58] CutOff: 20260621 16:55:48
[20260621 16:56:08] CutOff: 20260621 16:55:58
[20260621 16:56:18] CutOff: 20260621 16:56:08
[20260621 16:56:28] CutOff: 20260621 16:56:18
[20260621 16:56:38] CutOff: 20260621 16:56:28
[20260621 16:56:48] CutOff: 20260621 16:56:38
[20260621 16:56:58] CutOff: 20260621 16:56:48
[20260621 16:57:08] CutOff: 20260621 16:56:58
[20260621 16:57:18] CutOff: 20260621 16:57:08
[20260621 16:57:28] CutOff: 20260621 16:57:18
[20260621 16:57:38] CutOff: 20260621 16:57:28
[20260621 16:57:48] CutOff: 20260621 16:57:38
[20260621 16:57:58] CutOff: 20260621 16:57:48
[20260621 16:58:08] CutOff: 20260621 16:57:58
[20260621 16:58:18] CutOff: 20260621 16:58:08
[20260621 16:58:28] CutOff: 20260621 16:58:18
[20260621 16:58:38] CutOff: 20260621 16:58:28
[20260621 16:58:48] CutOff: 20260621 16:58:38
[20260621 16:58:58] CutOff: 20260621 16:58:48
[20260621 16:59:08] CutOff: 20260621 16:58:58
[20260621 16:59:18] CutOff: 20260621 16:59:08
[20260621 16:59:28] CutOff: 20260621 16:59:18
[20260621 16:59:38] CutOff: 20260621 16:59:28
[20260621 16:59:48] CutOff: 20260621 16:59:38
[20260621 16:59:58] CutOff: 20260621 16:59:48
[20260621 17:00:08] CutOff: 20260621 16:59:58
[20260621 17:00:18] CutOff: 20260621 17:00:08
[20260621 17:00:28] CutOff: 20260621 17:00:18
[20260621 17:00:38] CutOff: 20260621 17:00:28
[20260621 17:00:48] CutOff: 20260621 17:00:38
[20260621 17:00:58] CutOff: 20260621 17:00:48
[20260621 17:01:08] CutOff: 20260621 17:00:58
[20260621 17:01:18] CutOff: 20260621 17:01:08
[20260621 17:01:28] CutOff: 20260621 17:01:18
[20260621 17:01:38] CutOff: 20260621 17:01:28
[20260621 17:01:48] CutOff: 20260621 17:01:38
[20260621 17:01:58] CutOff: 20260621 17:01:48
[20260621 17:02:08] CutOff: 20260621 17:01:58
[20260621 17:02:18] CutOff: 20260621 17:02:08
[20260621 17:02:28] CutOff: 20260621 17:02:18
[20260621 17:02:38] CutOff: 20260621 17:02:28
[20260621 17:02:48] CutOff: 20260621 17:02:38
[20260621 17:02:58] CutOff: 20260621 17:02:48
[20260621 17:03:08] CutOff: 20260621 17:02:58
[20260621 17:03:19] CutOff: 20260621 17:03:09
[20260621 17:03:29] CutOff: 20260621 17:03:19
[20260621 17:03:39] CutOff: 20260621 17:03:29
[20260621 17:03:49] CutOff: 20260621 17:03:39
[20260621 17:03:59] CutOff: 20260621 17:03:49
[20260621 17:04:09] CutOff: 20260621 17:03:59
[20260621 17:04:19] CutOff: 20260621 17:04:09
[20260621 17:04:29] CutOff: 20260621 17:04:19
[20260621 17:04:39] CutOff: 20260621 17:04:29
[20260621 17:04:49] CutOff: 20260621 17:04:39
[20260621 17:04:59] CutOff: 20260621 17:04:49
[20260621 17:05:09] CutOff: 20260621 17:04:59
[20260621 17:05:19] CutOff: 20260621 17:05:09
[20260621 17:05:29] CutOff: 20260621 17:05:19
[20260621 17:05:39] CutOff: 20260621 17:05:29
[20260621 17:05:49] CutOff: 20260621 17:05:39
[20260621 17:05:59] CutOff: 20260621 17:05:49
[20260621 17:06:09] CutOff: 20260621 17:05:59
[20260621 17:06:19] CutOff: 20260621 17:06:09
[20260621 17:06:29] CutOff: 20260621 17:06:19
[20260621 17:06:39] CutOff: 20260621 17:06:29
[20260621 17:06:49] CutOff: 20260621 17:06:39
[20260621 17:06:59] CutOff: 20260621 17:06:49
[20260621 17:07:09] CutOff: 20260621 17:06:59
[20260621 17:07:19] CutOff: 20260621 17:07:09
[20260621 17:07:29] CutOff: 20260621 17:07:19
[20260621 17:07:39] CutOff: 20260621 17:07:29
[20260621 17:07:49] CutOff: 20260621 17:07:39
[20260621 17:07:59] CutOff: 20260621 17:07:49
[20260621 17:08:09] CutOff: 20260621 17:07:59
[20260621 17:08:19] CutOff: 20260621 17:08:09
[20260621 17:08:29] CutOff: 20260621 17:08:19
[20260621 17:08:39] CutOff: 20260621 17:08:29
[20260621 17:08:49] CutOff: 20260621 17:08:39
[20260621 17:08:59] CutOff: 20260621 17:08:49
[20260621 17:09:09] CutOff: 20260621 17:08:59
[20260621 17:09:19] CutOff: 20260621 17:09:09
[20260621 17:09:29] CutOff: 20260621 17:09:19
[20260621 17:09:39] CutOff: 20260621 17:09:29
[20260621 17:09:49] CutOff: 20260621 17:09:39
[20260621 17:09:59] CutOff: 20260621 17:09:49
[20260621 17:10:09] CutOff: 20260621 17:09:59
[20260621 17:10:19] CutOff: 20260621 17:10:09
[20260621 17:10:29] CutOff: 20260621 17:10:19
[20260621 17:10:39] CutOff: 20260621 17:10:29
[20260621 17:10:49] CutOff: 20260621 17:10:39
[20260621 17:10:59] CutOff: 20260621 17:10:49
[20260621 17:11:09] CutOff: 20260621 17:10:59
[20260621 17:11:19] CutOff: 20260621 17:11:09
[20260621 17:11:29] CutOff: 20260621 17:11:19
[20260621 17:11:39] CutOff: 20260621 17:11:29
[20260621 17:11:49] CutOff: 20260621 17:11:39
[20260621 17:11:59] CutOff: 20260621 17:11:49
[20260621 17:12:09] CutOff: 20260621 17:11:59
[20260621 17:12:19] CutOff: 20260621 17:12:09
[20260621 17:12:29] CutOff: 20260621 17:12:19
[20260621 17:12:39] CutOff: 20260621 17:12:29
[20260621 17:12:49] CutOff: 20260621 17:12:39
[20260621 17:12:59] CutOff: 20260621 17:12:49
[20260621 17:13:09] CutOff: 20260621 17:12:59
[20260621 17:13:19] CutOff: 20260621 17:13:09
[20260621 17:13:29] CutOff: 20260621 17:13:19
[20260621 17:13:39] CutOff: 20260621 17:13:29
[20260621 17:13:49] CutOff: 20260621 17:13:39
[20260621 17:13:59] CutOff: 20260621 17:13:49
[20260621 17:14:09] CutOff: 20260621 17:13:59
[20260621 17:14:19] CutOff: 20260621 17:14:09
[20260621 17:14:29] CutOff: 20260621 17:14:19
[20260621 17:14:39] CutOff: 20260621 17:14:29
[20260621 17:14:50] CutOff: 20260621 17:14:40
[20260621 17:15:00] CutOff: 20260621 17:14:50
[20260621 17:15:10] CutOff: 20260621 17:15:00
[20260621 17:15:20] CutOff: 20260621 17:15:10
[20260621 17:15:30] CutOff: 20260621 17:15:20
[20260621 17:15:40] CutOff: 20260621 17:15:30
[20260621 17:15:50] CutOff: 20260621 17:15:40
[20260621 17:16:00] CutOff: 20260621 17:15:50
[20260621 17:16:10] CutOff: 20260621 17:16:00
[20260621 17:16:20] CutOff: 20260621 17:16:10
[20260621 17:16:30] CutOff: 20260621 17:16:20
[20260621 17:16:40] CutOff: 20260621 17:16:30
[20260621 17:16:50] CutOff: 20260621 17:16:40
[20260621 17:17:00] CutOff: 20260621 17:16:50
[20260621 17:17:10] CutOff: 20260621 17:17:00
[20260621 17:17:20] CutOff: 20260621 17:17:10
[20260621 17:17:30] CutOff: 20260621 17:17:20
[20260621 17:17:40] CutOff: 20260621 17:17:30
[20260621 17:17:50] CutOff: 20260621 17:17:40
[20260621 17:18:00] CutOff: 20260621 17:17:50
[20260621 17:18:10] CutOff: 20260621 17:18:00
[20260621 17:18:20] CutOff: 20260621 17:18:10
[20260621 17:18:30] CutOff: 20260621 17:18:20
[20260621 17:18:40] CutOff: 20260621 17:18:30
[20260621 17:18:50] CutOff: 20260621 17:18:40
[20260621 17:18:50] Created task #159 
[20260621 17:19:00] CutOff: 20260621 17:18:50
[20260621 17:19:10] CutOff: 20260621 17:19:00
[20260621 17:19:20] CutOff: 20260621 17:19:10
[20260621 17:19:30] CutOff: 20260621 17:19:20
[20260621 17:19:40] CutOff: 20260621 17:19:30
[20260621 17:19:50] CutOff: 20260621 17:19:40
[20260621 17:20:00] CutOff: 20260621 17:19:50
[20260621 17:20:10] CutOff: 20260621 17:20:00
[20260621 17:20:20] CutOff: 20260621 17:20:10
[20260621 17:20:30] CutOff: 20260621 17:20:20
[20260621 17:20:40] CutOff: 20260621 17:20:30
[20260621 17:20:50] CutOff: 20260621 17:20:40
[20260621 17:21:00] CutOff: 20260621 17:20:50
[20260621 17:21:10] CutOff: 20260621 17:21:00
[20260621 17:21:20] CutOff: 20260621 17:21:10
[20260621 17:21:30] CutOff: 20260621 17:21:20
[20260621 17:21:40] CutOff: 20260621 17:21:30
[20260621 17:21:50] CutOff: 20260621 17:21:40
[20260621 17:22:00] CutOff: 20260621 17:21:50
[20260621 17:22:10] CutOff: 20260621 17:22:00
[20260621 17:22:20] CutOff: 20260621 17:22:10
[20260621 17:22:30] CutOff: 20260621 17:22:20
[20260621 17:22:40] CutOff: 20260621 17:22:30
[20260621 17:22:50] CutOff: 20260621 17:22:40
[20260621 17:23:00] CutOff: 20260621 17:22:50
[20260621 17:23:10] CutOff: 20260621 17:23:00
[20260621 17:23:20] CutOff: 20260621 17:23:10
[20260621 17:23:30] CutOff: 20260621 17:23:20
[20260621 17:23:40] CutOff: 20260621 17:23:30
[20260621 17:23:50] CutOff: 20260621 17:23:40
[20260621 17:24:00] CutOff: 20260621 17:23:50
[20260621 17:24:10] CutOff: 20260621 17:24:00
[20260621 17:24:20] CutOff: 20260621 17:24:10
[20260621 17:24:30] CutOff: 20260621 17:24:20
[20260621 17:24:40] CutOff: 20260621 17:24:30
[20260621 17:24:50] CutOff: 20260621 17:24:40
[20260621 17:25:00] CutOff: 20260621 17:24:50
[20260621 17:25:10] CutOff: 20260621 17:25:00
[20260621 17:25:20] CutOff: 20260621 17:25:10
[20260621 17:25:30] CutOff: 20260621 17:25:20
[20260621 17:25:40] CutOff: 20260621 17:25:30
[20260621 17:25:50] CutOff: 20260621 17:25:40
[20260621 17:26:00] CutOff: 20260621 17:25:50
[20260621 17:26:10] CutOff: 20260621 17:26:00
[20260621 17:26:20] CutOff: 20260621 17:26:10
[20260621 17:26:30] CutOff: 20260621 17:26:20
[20260621 17:26:40] CutOff: 20260621 17:26:30
[20260621 17:26:50] CutOff: 20260621 17:26:40
[20260621 17:27:00] CutOff: 20260621 17:26:50
[20260621 17:27:10] CutOff: 20260621 17:27:00
[20260621 17:27:20] CutOff: 20260621 17:27:10
[20260621 17:27:31] CutOff: 20260621 17:27:21
[20260621 17:27:41] CutOff: 20260621 17:27:31
[20260621 17:27:51] CutOff: 20260621 17:27:41
[20260621 17:28:01] CutOff: 20260621 17:27:51
[20260621 17:28:11] CutOff: 20260621 17:28:01
[20260621 17:28:21] CutOff: 20260621 17:28:11
[20260621 17:28:31] CutOff: 20260621 17:28:21
[20260621 17:28:41] CutOff: 20260621 17:28:31
[20260621 17:28:51] CutOff: 20260621 17:28:41
[20260621 17:29:01] CutOff: 20260621 17:28:51
[20260621 17:29:11] CutOff: 20260621 17:29:01
[20260621 17:29:21] CutOff: 20260621 17:29:11
[20260621 17:29:31] CutOff: 20260621 17:29:21
[20260621 17:29:41] CutOff: 20260621 17:29:31
[20260621 17:29:51] CutOff: 20260621 17:29:41
[20260621 18:09:05] Cron Started
[20260621 18:09:05] CutOff: 20260621 18:08:55

Warning: SQLite3::prepare(): Unable to prepare statement: 1, no such column: c.fromIDAsset in F:\soft\_Marvin\www\marvin\cron.php on line 153

Call Stack:
    0.0004     189872   1. {main}() F:\soft\_Marvin\www\marvin\cron.php:0
    0.0028     193008   2. SQLite3->prepare() F:\soft\_Marvin\www\marvin\cron.php:153


Fatal error: Call to a member function bindValue() on boolean in F:\soft\_Marvin\www\marvin\cron.php on line 154

Call Stack:
    0.0004     189872   1. {main}() F:\soft\_Marvin\www\marvin\cron.php:0

PHP Warning:  SQLite3::prepare(): Unable to prepare statement: 1, no such column: c.fromIDAsset in F:\soft\_Marvin\www\marvin\cron.php on line 153
PHP Stack trace:
PHP   1. {main}() F:\soft\_Marvin\www\marvin\cron.php:0
PHP   2. SQLite3->prepare() F:\soft\_Marvin\www\marvin\cron.php:153
PHP Fatal error:  Call to a member function bindValue() on boolean in F:\soft\_Marvin\www\marvin\cron.php on line 154
PHP Stack trace:
PHP   1. {main}() F:\soft\_Marvin\www\marvin\cron.php:0
[20260621 18:12:40] Cron Started
[20260621 18:12:40] CutOff: 20260621 18:12:30
[20260621 18:12:50] CutOff: 20260621 18:12:40
[20260621 18:13:00] CutOff: 20260621 18:12:50
[20260621 18:13:00] About to close
[20260621 18:13:30] Cron complete
[20260621 18:14:55] Cron Started
[20260621 18:14:55] CutOff: 20260621 18:14:45
[20260621 18:15:05] CutOff: 20260621 18:14:55
[20260621 18:15:15] CutOff: 20260621 18:15:05
[20260621 18:15:15] About to close
[20260621 18:15:45] Cron complete
[20260621 18:19:43] Cron Started
[20260621 18:19:43] CutOff: 20260621 18:19:33
[20260621 18:19:53] CutOff: 20260621 18:19:43
[20260621 18:20:03] CutOff: 20260621 18:19:53
[20260621 18:20:03] Created task #162 
[20260621 18:20:03] About to close
[20260621 18:20:33] Cron complete
[20260621 18:26:55] Cron Started
[20260621 18:26:55] CutOff: 20260621 18:26:45
[20260621 18:27:05] CutOff: 20260621 18:26:55
[20260621 18:27:15] CutOff: 20260621 18:27:05
[20260621 18:27:15] Created task #163 
[20260621 18:27:15] About to close
[20260621 18:27:45] Cron complete
[20260621 18:28:24] Cron Started
[20260621 18:28:24] CutOff: 20260621 18:28:14
[20260621 18:28:34] CutOff: 20260621 18:28:24
[20260621 18:28:44] CutOff: 20260621 18:28:34
[20260621 18:28:44] About to close
[20260621 18:29:14] Cron complete
[20260621 18:32:08] Cron Started
[20260621 18:32:08] CutOff: 20260621 18:31:58
[20260621 18:32:18] CutOff: 20260621 18:32:08
[20260621 18:32:18] About to close
[20260621 18:32:48] CutOff: 20260621 18:32:38
[20260621 18:32:48] About to close
[20260621 18:33:18] Cron complete
[20260621 18:55:02] Cron Started
[20260621 18:55:02] CutOff: 20260621 18:54:52
[20260621 18:55:02] About to close
[20260621 18:55:32] Cron complete
[20260621 18:55:52] Cron Started
[20260621 18:55:52] CutOff: 20260621 18:55:42
[20260621 18:55:52] About to close
[20260621 18:56:22] Cron complete
[20260621 18:57:00] Cron Started
[20260621 18:57:00] CutOff: 20260621 18:56:50
[20260621 18:57:00] About to close
[20260621 18:57:30] Cron complete
[20260621 18:59:33] Cron Started
[20260621 18:59:33] CutOff: 20260621 18:59:23
[20260621 18:59:43] CutOff: 20260621 18:59:33
[20260621 18:59:43] About to close
[20260621 19:00:13] Cron complete
[20260621 19:02:51] Cron Started
[20260621 19:02:51] CutOff: 20260621 19:02:41
[20260621 19:03:01] CutOff: 20260621 19:02:51
[20260621 19:03:11] CutOff: 20260621 19:03:01
[20260621 19:03:21] CutOff: 20260621 19:03:11
[20260621 19:03:31] CutOff: 20260621 19:03:21
[20260621 19:03:31] Created task #154 
[20260621 19:03:31] About to close
[20260621 19:04:01] Cron complete
[20260621 19:04:22] Cron Started
[20260621 19:04:22] CutOff: 20260621 19:04:12
[20260621 19:04:22] About to close
[20260621 19:04:52] Cron complete
[20260621 19:10:17] Cron Started
[20260621 19:10:17] CutOff: 20260621 19:10:07
[20260621 19:10:28] CutOff: 20260621 19:10:18
[20260621 19:10:28] About to close
[20260621 19:10:58] CutOff: 20260621 19:10:48
[20260621 19:10:58] About to close
[20260621 19:11:28] Cron complete
[20260621 19:16:22] Cron Started
[20260621 19:16:22] CutOff: 20260621 19:16:12
[20260621 19:16:32] CutOff: 20260621 19:16:22
[20260621 19:16:42] CutOff: 20260621 19:16:32
[20260621 19:16:42] About to close
[20260621 19:17:12] Cron complete
